event_id,timestamp,item_id,item_name,action_type,qty_change,day_of_week,is_weekend,notes
296,2026-03-04 13:41:00,milk-001,whole milk,ADD,9.65,2,0,Supplier drop-off
301,2026-03-04 13:46:00,coffee-001,coffee bean,USE,-59.78,2,0,Afternoon service
303,2026-03-04 14:42:00,apple-001,organic apple,USE,-2.53,2,0,Catering order
312,2026-03-04 14:49:00,tomato-001,tomato,RESTOCK,26.66,2,0,Weekly delivery
318,2026-03-04 15:32:00,oj-001,orange juice,WASTE,-0.07,2,0,Quality issue
308,2026-03-04 16:19:00,yogurt-001,greek yogurt,USE,-0.9,2,0,Daily prep
314,2026-03-04 16:29:00,chicken-001,chicken breast,ADD,7.25,2,0,Wholesale order
309,2026-03-04 17:33:00,yogurt-001,greek yogurt,WASTE,-0.98,2,0,Expired — composted
299,2026-03-04 18:01:00,coffee-001,coffee bean,USE,-54.14,2,0,Recipe testing
317,2026-03-04 18:01:00,oj-001,orange juice,USE,-0.2,2,0,Daily prep
302,2026-03-04 18:29:00,apple-001,organic apple,USE,-2.53,2,0,Evening special
305,2026-03-04 18:55:00,bread-001,sourdough bread,USE,-1.79,2,0,Morning rush
307,2026-03-04 19:00:00,egg-001,egg,USE,-5.75,2,0,Breakfast service
321,2026-03-05 07:23:00,milk-001,whole milk,USE,-1.37,3,0,Lunch prep
323,2026-03-05 07:34:00,coffee-001,coffee bean,USE,-73.1,3,0,Lunch prep
324,2026-03-05 09:07:00,coffee-001,coffee bean,USE,-38.21,3,0,Customer order
342,2026-03-05 09:27:00,oj-001,orange juice,USE,-0.17,3,0,Catering order
340,2026-03-05 10:09:00,chicken-001,chicken breast,USE,-0.3,3,0,Daily prep
330,2026-03-05 10:20:00,apple-001,organic apple,USE,-3.81,3,0,Customer order
319,2026-03-05 10:37:00,milk-001,whole milk,RESTOCK,15.06,3,0,Weekly delivery
339,2026-03-05 10:38:00,chicken-001,chicken breast,USE,-0.62,3,0,Customer order
322,2026-03-05 11:14:00,milk-001,whole milk,USE,-1.15,3,0,Afternoon service
329,2026-03-05 11:14:00,apple-001,organic apple,USE,-1.35,3,0,Lunch prep
331,2026-03-05 11:51:00,bread-001,sourdough bread,USE,-1.49,3,0,Evening special
327,2026-03-05 12:45:00,apple-001,organic apple,USE,-3.37,3,0,Evening special
341,2026-03-05 13:20:00,oj-001,orange juice,ADD,4.59,3,0,Supplier drop-off
333,2026-03-05 13:30:00,egg-001,egg,ADD,42.81,3,0,Wholesale order
334,2026-03-05 13:55:00,egg-001,egg,RESTOCK,83.99,3,0,Weekly delivery
335,2026-03-05 14:35:00,egg-001,egg,ADD,30.67,3,0,Wholesale order
325,2026-03-05 15:02:00,coffee-001,coffee bean,USE,-74.63,3,0,Lunch prep
337,2026-03-05 16:07:00,chicken-001,chicken breast,USE,-0.43,3,0,Smoothie bar
338,2026-03-05 17:36:00,chicken-001,chicken breast,ADD,5.5,3,0,Wholesale order
326,2026-03-05 18:35:00,apple-001,organic apple,USE,-2.74,3,0,Recipe testing
332,2026-03-05 19:03:00,egg-001,egg,ADD,38.4,3,0,Wholesale order
328,2026-03-05 19:20:00,apple-001,organic apple,ADD,38.93,3,0,Farmers market purchase
320,2026-03-05 19:40:00,milk-001,whole milk,USE,-1.4,3,0,Daily prep
336,2026-03-05 19:41:00,cheese-001,cheddar cheese,ADD,0.94,3,0,Weekly delivery
355,2026-03-06 07:56:00,chicken-001,chicken breast,ADD,6.46,4,0,Supplier drop-off
358,2026-03-06 08:26:00,oj-001,orange juice,USE,-0.29,4,0,Baking batch
360,2026-03-06 08:54:00,oj-001,orange juice,USE,-0.48,4,0,Customer order
359,2026-03-06 09:51:00,oj-001,orange juice,USE,-0.34,4,0,Customer order
345,2026-03-06 10:25:00,apple-001,organic apple,USE,-3.52,4,0,Breakfast service
351,2026-03-06 11:12:00,yogurt-001,greek yogurt,USE,-0.98,4,0,Recipe testing
354,2026-03-06 12:04:00,chicken-001,chicken breast,USE,-0.74,4,0,Baking batch
356,2026-03-06 12:17:00,chicken-001,chicken breast,USE,-0.3,4,0,Lunch prep
344,2026-03-06 12:38:00,coffee-001,coffee bean,USE,-60.29,4,0,Recipe testing
347,2026-03-06 13:03:00,bread-001,sourdough bread,USE,-1.12,4,0,Evening special
352,2026-03-06 13:15:00,yogurt-001,greek yogurt,USE,-2.09,4,0,Recipe testing
353,2026-03-06 13:15:00,yogurt-001,greek yogurt,USE,-1.54,4,0,Catering order
357,2026-03-06 13:49:00,oj-001,orange juice,USE,-0.21,4,0,Morning rush
346,2026-03-06 15:07:00,bread-001,sourdough bread,USE,-1.46,4,0,Staff meal
343,2026-03-06 15:24:00,milk-001,whole milk,USE,-1.13,4,0,Evening special
349,2026-03-06 16:02:00,cheese-001,cheddar cheese,USE,-0.07,4,0,Smoothie bar
350,2026-03-06 18:01:00,cheese-001,cheddar cheese,USE,-0.06,4,0,Afternoon service
348,2026-03-06 18:04:00,bread-001,sourdough bread,USE,-1.78,4,0,Catering order
372,2026-03-07 09:06:00,oj-001,orange juice,USE,-0.43,5,1,Catering order
366,2026-03-07 10:02:00,bread-001,sourdough bread,RESTOCK,28.59,5,1,Supplier drop-off
373,2026-03-07 10:03:00,oj-001,orange juice,USE,-0.3,5,1,Afternoon service
364,2026-03-07 10:17:00,apple-001,organic apple,USE,-3.09,5,1,Evening special
361,2026-03-07 10:41:00,milk-001,whole milk,USE,-1.71,5,1,Lunch prep
363,2026-03-07 13:51:00,coffee-001,coffee bean,ADD,484.77,5,1,Wholesale order
371,2026-03-07 14:14:00,chicken-001,chicken breast,USE,-1.0,5,1,Staff meal
370,2026-03-07 15:01:00,chicken-001,chicken breast,USE,-0.55,5,1,Evening special
365,2026-03-07 15:53:00,apple-001,organic apple,USE,-5.64,5,1,Daily prep
362,2026-03-07 16:29:00,coffee-001,coffee bean,USE,-125.26,5,1,Lunch prep
368,2026-03-07 18:12:00,cheese-001,cheddar cheese,USE,-0.2,5,1,Staff meal
369,2026-03-07 19:05:00,cheese-001,cheddar cheese,RESTOCK,2.21,5,1,Weekly delivery
367,2026-03-07 19:52:00,bread-001,sourdough bread,WASTE,-0.7,5,1,Quality issue
388,2026-03-08 07:44:00,chicken-001,chicken breast,USE,-1.0,6,1,Lunch prep
384,2026-03-08 08:47:00,cheese-001,cheddar cheese,USE,-0.23,6,1,Catering order
375,2026-03-08 09:06:00,milk-001,whole milk,USE,-1.85,6,1,Daily prep
380,2026-03-08 11:44:00,coffee-001,coffee bean,USE,-74.54,6,1,Daily prep
374,2026-03-08 11:51:00,milk-001,whole milk,USE,-1.48,6,1,Baking batch
378,2026-03-08 12:14:00,milk-001,whole milk,USE,-1.47,6,1,Customer order
377,2026-03-08 13:01:00,milk-001,whole milk,USE,-2.34,6,1,Catering order
376,2026-03-08 13:36:00,milk-001,whole milk,USE,-1.57,6,1,Breakfast service
381,2026-03-08 13:52:00,bread-001,sourdough bread,USE,-2.13,6,1,Morning rush
382,2026-03-08 14:34:00,egg-001,egg,USE,-7.92,6,1,Recipe testing
386,2026-03-08 14:48:00,yogurt-001,greek yogurt,USE,-3.72,6,1,Afternoon service
389,2026-03-08 14:57:00,oj-001,orange juice,USE,-0.54,6,1,Lunch prep
383,2026-03-08 15:16:00,cheese-001,cheddar cheese,ADD,1.4,6,1,Wholesale order
379,2026-03-08 16:49:00,coffee-001,coffee bean,USE,-87.84,6,1,Recipe testing
385,2026-03-08 17:54:00,yogurt-001,greek yogurt,RESTOCK,26.54,6,1,Weekly delivery
387,2026-03-08 18:00:00,tomato-001,tomato,USE,-1.39,6,1,Catering order
393,2026-03-09 07:35:00,milk-001,whole milk,USE,-0.71,0,0,Catering order
399,2026-03-09 07:55:00,apple-001,organic apple,USE,-2.66,0,0,Evening special
403,2026-03-09 08:01:00,bread-001,sourdough bread,RESTOCK,12.86,0,0,Supplier drop-off
401,2026-03-09 08:20:00,apple-001,organic apple,ADD,38.05,0,0,Wholesale order
415,2026-03-09 09:25:00,yogurt-001,greek yogurt,ADD,23.29,0,0,Farmers market purchase
412,2026-03-09 10:10:00,yogurt-001,greek yogurt,ADD,21.38,0,0,Supplier drop-off
398,2026-03-09 10:20:00,apple-001,organic apple,USE,-3.85,0,0,Staff meal
416,2026-03-09 10:56:00,tomato-001,tomato,USE,-1.49,0,0,Daily prep
390,2026-03-09 12:31:00,milk-001,whole milk,USE,-1.05,0,0,Breakfast service
413,2026-03-09 12:55:00,yogurt-001,greek yogurt,ADD,22.63,0,0,Emergency restock
417,2026-03-09 13:03:00,tomato-001,tomato,USE,-1.2,0,0,Breakfast service
396,2026-03-09 13:08:00,apple-001,organic apple,USE,-3.81,0,0,Evening special
400,2026-03-09 13:38:00,apple-001,organic apple,WASTE,-1.23,0,0,Damaged in storage
408,2026-03-09 14:00:00,egg-001,egg,USE,-3.85,0,0,Morning rush
418,2026-03-09 14:23:00,chicken-001,chicken breast,USE,-0.6,0,0,Smoothie bar
405,2026-03-09 14:43:00,bread-001,sourdough bread,USE,-1.34,0,0,Lunch prep
392,2026-03-09 15:08:00,milk-001,whole milk,USE,-1.27,0,0,Afternoon service
409,2026-03-09 15:09:00,cheese-001,cheddar cheese,RESTOCK,1.89,0,0,Weekly delivery
394,2026-03-09 15:24:00,milk-001,whole milk,USE,-1.27,0,0,Catering order
407,2026-03-09 15:36:00,egg-001,egg,USE,-5.49,0,0,Catering order
411,2026-03-09 15:51:00,cheese-001,cheddar cheese,USE,-0.09,0,0,Afternoon service
420,2026-03-09 16:37:00,oj-001,orange juice,USE,-0.28,0,0,Morning rush
402,2026-03-09 17:24:00,bread-001,sourdough bread,USE,-1.39,0,0,Baking batch
410,2026-03-09 17:26:00,cheese-001,cheddar cheese,ADD,1.33,0,0,Supplier drop-off
404,2026-03-09 17:49:00,bread-001,sourdough bread,USE,-1.63,0,0,Morning rush
391,2026-03-09 18:16:00,milk-001,whole milk,USE,-0.92,0,0,Daily prep
419,2026-03-09 18:18:00,chicken-001,chicken breast,USE,-0.65,0,0,Daily prep
395,2026-03-09 18:26:00,coffee-001,coffee bean,WASTE,-34.36,0,0,Mould found
397,2026-03-09 18:57:00,apple-001,organic apple,USE,-2.49,0,0,Breakfast service
414,2026-03-09 19:03:00,yogurt-001,greek yogurt,USE,-1.04,0,0,Breakfast service
406,2026-03-09 19:32:00,bread-001,sourdough bread,ADD,14.51,0,0,Farmers market purchase
421,2026-03-10 07:54:00,milk-001,whole milk,USE,-0.62,1,0,Lunch prep
422,2026-03-10 07:58:00,milk-001,whole milk,USE,-0.87,1,0,Lunch prep
427,2026-03-10 09:52:00,apple-001,organic apple,USE,-3.81,1,0,Staff meal
434,2026-03-10 10:17:00,chicken-001,chicken breast,USE,-0.27,1,0,Catering order
431,2026-03-10 10:20:00,yogurt-001,greek yogurt,ADD,19.85,1,0,Farmers market purchase
436,2026-03-10 10:23:00,oj-001,orange juice,USE,-0.39,1,0,Morning rush
423,2026-03-10 10:47:00,coffee-001,coffee bean,USE,-75.84,1,0,Breakfast service
435,2026-03-10 10:49:00,chicken-001,chicken breast,RESTOCK,5.54,1,0,Supplier drop-off
428,2026-03-10 11:09:00,egg-001,egg,USE,-3.92,1,0,Customer order
425,2026-03-10 11:56:00,coffee-001,coffee bean,ADD,970.19,1,0,Wholesale order
432,2026-03-10 12:27:00,yogurt-001,greek yogurt,USE,-0.93,1,0,Afternoon service
433,2026-03-10 12:30:00,tomato-001,tomato,ADD,19.7,1,0,Weekly delivery
426,2026-03-10 12:44:00,apple-001,organic apple,ADD,30.06,1,0,Weekly delivery
429,2026-03-10 16:03:00,egg-001,egg,RESTOCK,78.36,1,0,Wholesale order
437,2026-03-10 16:25:00,oj-001,orange juice,USE,-0.48,1,0,Staff meal
424,2026-03-10 18:10:00,coffee-001,coffee bean,USE,-79.06,1,0,Afternoon service
430,2026-03-10 18:56:00,yogurt-001,greek yogurt,USE,-1.21,1,0,Afternoon service
441,2026-03-11 07:23:00,apple-001,organic apple,RESTOCK,46.45,2,0,Weekly delivery
438,2026-03-11 08:04:00,milk-001,whole milk,ADD,14.83,2,0,Emergency restock
447,2026-03-11 10:21:00,cheese-001,cheddar cheese,USE,-0.08,2,0,Afternoon service
443,2026-03-11 11:04:00,egg-001,egg,USE,-3.94,2,0,Daily prep
451,2026-03-11 11:50:00,oj-001,orange juice,USE,-0.2,2,0,Smoothie bar
442,2026-03-11 12:45:00,egg-001,egg,ADD,43.57,2,0,Supplier drop-off
446,2026-03-11 13:20:00,cheese-001,cheddar cheese,USE,-0.13,2,0,Breakfast service
450,2026-03-11 13:24:00,oj-001,orange juice,ADD,3.12,2,0,Emergency restock
444,2026-03-11 14:46:00,cheese-001,cheddar cheese,USE,-0.1,2,0,Smoothie bar
448,2026-03-11 14:57:00,chicken-001,chicken breast,USE,-0.72,2,0,Evening special
439,2026-03-11 15:20:00,coffee-001,coffee bean,USE,-64.26,2,0,Recipe testing
445,2026-03-11 16:34:00,cheese-001,cheddar cheese,USE,-0.13,2,0,Customer order
449,2026-03-11 16:51:00,oj-001,orange juice,USE,-0.26,2,0,Afternoon service
440,2026-03-11 16:56:00,apple-001,organic apple,USE,-1.93,2,0,Evening special
464,2026-03-12 07:20:00,tomato-001,tomato,ADD,17.91,3,0,Farmers market purchase
467,2026-03-12 08:01:00,chicken-001,chicken breast,USE,-0.62,3,0,Baking batch
458,2026-03-12 08:03:00,egg-001,egg,USE,-4.9,3,0,Evening special
460,2026-03-12 09:32:00,egg-001,egg,USE,-4.75,3,0,Afternoon service
454,2026-03-12 09:44:00,apple-001,organic apple,ADD,23.6,3,0,Supplier drop-off
465,2026-03-12 09:46:00,tomato-001,tomato,USE,-1.87,3,0,Evening special
471,2026-03-12 10:13:00,oj-001,orange juice,USE,-0.27,3,0,Evening special
456,2026-03-12 10:29:00,bread-001,sourdough bread,USE,-0.87,3,0,Recipe testing
470,2026-03-12 10:57:00,chicken-001,chicken breast,USE,-0.57,3,0,Evening special
455,2026-03-12 11:31:00,bread-001,sourdough bread,USE,-0.91,3,0,Smoothie bar
468,2026-03-12 13:05:00,chicken-001,chicken breast,USE,-0.25,3,0,Staff meal
466,2026-03-12 13:47:00,tomato-001,tomato,USE,-1.49,3,0,Evening special
453,2026-03-12 14:17:00,coffee-001,coffee bean,USE,-46.39,3,0,Afternoon service
469,2026-03-12 14:54:00,chicken-001,chicken breast,RESTOCK,6.2,3,0,Supplier drop-off
457,2026-03-12 15:11:00,bread-001,sourdough bread,USE,-0.78,3,0,Breakfast service
472,2026-03-12 15:34:00,oj-001,orange juice,RESTOCK,4.16,3,0,Weekly delivery
452,2026-03-12 15:35:00,milk-001,whole milk,USE,-0.86,3,0,Morning rush
461,2026-03-12 15:51:00,yogurt-001,greek yogurt,WASTE,-0.54,3,0,Expired — composted
463,2026-03-12 16:47:00,tomato-001,tomato,ADD,18.56,3,0,Weekly delivery
459,2026-03-12 17:54:00,egg-001,egg,WASTE,-2.37,3,0,Damaged in storage
462,2026-03-12 18:43:00,yogurt-001,greek yogurt,RESTOCK,17.77,3,0,Farmers market purchase
494,2026-03-13 07:34:00,oj-001,orange juice,WASTE,-0.11,4,0,Mould found
482,2026-03-13 07:47:00,tomato-001,tomato,USE,-0.99,4,0,Smoothie bar
483,2026-03-13 08:20:00,tomato-001,tomato,USE,-1.44,4,0,Recipe testing
474,2026-03-13 09:18:00,coffee-001,coffee bean,RESTOCK,1146.65,4,0,Emergency restock
488,2026-03-13 09:37:00,chicken-001,chicken breast,USE,-0.55,4,0,Catering order
478,2026-03-13 09:46:00,bread-001,sourdough bread,USE,-1.38,4,0,Lunch prep
481,2026-03-13 10:27:00,yogurt-001,greek yogurt,ADD,10.72,4,0,Wholesale order
484,2026-03-13 10:36:00,tomato-001,tomato,USE,-0.75,4,0,Daily prep
475,2026-03-13 10:48:00,coffee-001,coffee bean,WASTE,-15.1,4,0,Past expiry date
489,2026-03-13 10:54:00,chicken-001,chicken breast,USE,-0.6,4,0,Afternoon service
479,2026-03-13 11:35:00,bread-001,sourdough bread,USE,-0.96,4,0,Catering order
490,2026-03-13 12:11:00,chicken-001,chicken breast,USE,-0.3,4,0,Customer order
473,2026-03-13 12:13:00,coffee-001,coffee bean,USE,-59.32,4,0,Recipe testing
491,2026-03-13 12:21:00,oj-001,orange juice,USE,-0.38,4,0,Catering order
476,2026-03-13 15:27:00,bread-001,sourdough bread,RESTOCK,27.08,4,0,Supplier drop-off
477,2026-03-13 15:58:00,bread-001,sourdough bread,USE,-1.95,4,0,Catering order
487,2026-03-13 16:51:00,chicken-001,chicken breast,ADD,5.71,4,0,Weekly delivery
480,2026-03-13 17:52:00,cheese-001,cheddar cheese,USE,-0.08,4,0,Staff meal
492,2026-03-13 18:05:00,oj-001,orange juice,USE,-0.29,4,0,Morning rush
493,2026-03-13 18:41:00,oj-001,orange juice,USE,-0.21,4,0,Lunch prep
486,2026-03-13 18:45:00,chicken-001,chicken breast,USE,-0.41,4,0,Morning rush
485,2026-03-13 19:08:00,tomato-001,tomato,USE,-0.82,4,0,Staff meal
498,2026-03-14 07:23:00,apple-001,organic apple,ADD,22.83,5,1,Supplier drop-off
496,2026-03-14 07:25:00,coffee-001,coffee bean,ADD,906.35,5,1,Supplier drop-off
508,2026-03-14 08:28:00,oj-001,orange juice,ADD,2.36,5,1,Farmers market purchase
504,2026-03-14 08:36:00,yogurt-001,greek yogurt,USE,-2.55,5,1,Customer order
506,2026-03-14 08:50:00,oj-001,orange juice,USE,-0.27,5,1,Catering order
510,2026-03-14 09:42:00,oj-001,orange juice,USE,-0.49,5,1,Daily prep
505,2026-03-14 10:48:00,yogurt-001,greek yogurt,USE,-2.45,5,1,Evening special
502,2026-03-14 11:07:00,egg-001,egg,ADD,58.35,5,1,Weekly delivery
509,2026-03-14 14:01:00,oj-001,orange juice,USE,-0.55,5,1,Morning rush
500,2026-03-14 14:43:00,bread-001,sourdough bread,RESTOCK,15.3,5,1,Wholesale order
497,2026-03-14 15:08:00,apple-001,organic apple,USE,-2.32,5,1,Breakfast service
499,2026-03-14 17:12:00,bread-001,sourdough bread,USE,-1.16,5,1,Smoothie bar
507,2026-03-14 18:02:00,oj-001,orange juice,RESTOCK,6.06,5,1,Weekly delivery
495,2026-03-14 19:37:00,milk-001,whole milk,USE,-1.13,5,1,Smoothie bar
503,2026-03-14 19:46:00,egg-001,egg,RESTOCK,36.13,5,1,Farmers market purchase
501,2026-03-14 19:52:00,bread-001,sourdough bread,ADD,18.59,5,1,Wholesale order
517,2026-03-15 07:46:00,bread-001,sourdough bread,USE,-2.97,6,1,Customer order
519,2026-03-15 08:47:00,yogurt-001,greek yogurt,USE,-2.95,6,1,Recipe testing
520,2026-03-15 11:29:00,tomato-001,tomato,USE,-1.37,6,1,Lunch prep
512,2026-03-15 11:53:00,milk-001,whole milk,ADD,6.61,6,1,Emergency restock
516,2026-03-15 13:33:00,apple-001,organic apple,ADD,32.52,6,1,Supplier drop-off
511,2026-03-15 15:22:00,milk-001,whole milk,USE,-1.69,6,1,Daily prep
515,2026-03-15 15:53:00,apple-001,organic apple,USE,-3.72,6,1,Lunch prep
522,2026-03-15 16:50:00,chicken-001,chicken breast,USE,-0.71,6,1,Catering order
521,2026-03-15 17:44:00,tomato-001,tomato,USE,-2.14,6,1,Breakfast service
518,2026-03-15 17:46:00,egg-001,egg,USE,-7.28,6,1,Staff meal
513,2026-03-15 18:43:00,coffee-001,coffee bean,USE,-145.25,6,1,Staff meal
514,2026-03-15 18:43:00,coffee-001,coffee bean,ADD,893.45,6,1,Farmers market purchase
540,2026-03-16 07:31:00,tomato-001,tomato,USE,-1.52,0,0,Customer order
535,2026-03-16 07:50:00,cheese-001,cheddar cheese,RESTOCK,2.32,0,0,Farmers market purchase
538,2026-03-16 07:50:00,yogurt-001,greek yogurt,RESTOCK,24.06,0,0,Emergency restock
524,2026-03-16 08:08:00,milk-001,whole milk,USE,-0.94,0,0,Catering order
529,2026-03-16 08:10:00,bread-001,sourdough bread,USE,-1.26,0,0,Breakfast service
526,2026-03-16 08:44:00,coffee-001,coffee bean,USE,-70.25,0,0,Smoothie bar
527,2026-03-16 09:02:00,coffee-001,coffee bean,ADD,900.19,0,0,Supplier drop-off
530,2026-03-16 09:17:00,bread-001,sourdough bread,USE,-1.71,0,0,Catering order
545,2026-03-16 09:18:00,chicken-001,chicken breast,ADD,5.38,0,0,Supplier drop-off
541,2026-03-16 09:58:00,tomato-001,tomato,USE,-1.08,0,0,Catering order
525,2026-03-16 10:04:00,coffee-001,coffee bean,USE,-56.03,0,0,Recipe testing
547,2026-03-16 10:24:00,chicken-001,chicken breast,USE,-0.27,0,0,Evening special
534,2026-03-16 10:40:00,cheese-001,cheddar cheese,USE,-0.13,0,0,Smoothie bar
532,2026-03-16 10:53:00,egg-001,egg,USE,-3.9,0,0,Afternoon service
543,2026-03-16 12:28:00,tomato-001,tomato,ADD,17.15,0,0,Wholesale order
546,2026-03-16 14:06:00,chicken-001,chicken breast,USE,-0.75,0,0,Catering order
531,2026-03-16 16:18:00,bread-001,sourdough bread,USE,-1.43,0,0,Daily prep
523,2026-03-16 16:36:00,milk-001,whole milk,RESTOCK,10.74,0,0,Wholesale order
544,2026-03-16 16:41:00,tomato-001,tomato,USE,-1.83,0,0,Morning rush
537,2026-03-16 17:10:00,yogurt-001,greek yogurt,USE,-2.1,0,0,Breakfast service
533,2026-03-16 17:38:00,cheese-001,cheddar cheese,RESTOCK,1.1,0,0,Emergency restock
548,2026-03-16 18:08:00,oj-001,orange juice,USE,-0.48,0,0,Smoothie bar
528,2026-03-16 18:20:00,apple-001,organic apple,USE,-1.49,0,0,Smoothie bar
539,2026-03-16 18:50:00,yogurt-001,greek yogurt,RESTOCK,26.4,0,0,Wholesale order
536,2026-03-16 18:51:00,cheese-001,cheddar cheese,USE,-0.15,0,0,Recipe testing
542,2026-03-16 19:30:00,tomato-001,tomato,USE,-1.96,0,0,Smoothie bar
581,2026-03-17 07:11:00,oj-001,orange juice,USE,-0.3,1,0,Baking batch
577,2026-03-17 07:35:00,chicken-001,chicken breast,USE,-0.48,1,0,Evening special
571,2026-03-17 08:13:00,tomato-001,tomato,RESTOCK,21.52,1,0,Supplier drop-off
565,2026-03-17 08:14:00,cheese-001,cheddar cheese,RESTOCK,1.76,1,0,Wholesale order
560,2026-03-17 08:17:00,bread-001,sourdough bread,USE,-1.33,1,0,Breakfast service
562,2026-03-17 08:31:00,egg-001,egg,USE,-5.13,1,0,Recipe testing
551,2026-03-17 08:44:00,milk-001,whole milk,USE,-1.08,1,0,Recipe testing
575,2026-03-17 10:17:00,chicken-001,chicken breast,USE,-0.72,1,0,Morning rush
549,2026-03-17 10:29:00,milk-001,whole milk,USE,-0.58,1,0,Customer order
573,2026-03-17 10:30:00,tomato-001,tomato,USE,-1.4,1,0,Evening special
555,2026-03-17 11:18:00,apple-001,organic apple,USE,-3.94,1,0,Baking batch
552,2026-03-17 12:01:00,coffee-001,coffee bean,USE,-86.3,1,0,Staff meal
574,2026-03-17 12:10:00,tomato-001,tomato,ADD,12.45,1,0,Emergency restock
579,2026-03-17 12:23:00,oj-001,orange juice,USE,-0.25,1,0,Customer order
558,2026-03-17 12:29:00,bread-001,sourdough bread,USE,-1.07,1,0,Daily prep
556,2026-03-17 12:30:00,apple-001,organic apple,USE,-3.06,1,0,Recipe testing
566,2026-03-17 12:47:00,cheese-001,cheddar cheese,RESTOCK,1.53,1,0,Wholesale order
559,2026-03-17 13:07:00,bread-001,sourdough bread,USE,-0.86,1,0,Baking batch
568,2026-03-17 13:20:00,yogurt-001,greek yogurt,ADD,20.14,1,0,Weekly delivery
570,2026-03-17 13:27:00,tomato-001,tomato,USE,-1.15,1,0,Recipe testing
572,2026-03-17 13:40:00,tomato-001,tomato,ADD,8.03,1,0,Emergency restock
550,2026-03-17 14:02:00,milk-001,whole milk,USE,-0.81,1,0,Customer order
554,2026-03-17 14:54:00,coffee-001,coffee bean,USE,-86.9,1,0,Baking batch
561,2026-03-17 15:11:00,bread-001,sourdough bread,ADD,16.66,1,0,Emergency restock
564,2026-03-17 15:26:00,cheese-001,cheddar cheese,ADD,0.72,1,0,Supplier drop-off
557,2026-03-17 16:09:00,apple-001,organic apple,RESTOCK,44.12,1,0,Emergency restock
580,2026-03-17 16:34:00,oj-001,orange juice,ADD,4.13,1,0,Weekly delivery
563,2026-03-17 18:10:00,cheese-001,cheddar cheese,RESTOCK,1.02,1,0,Weekly delivery
576,2026-03-17 18:20:00,chicken-001,chicken breast,ADD,7.39,1,0,Weekly delivery
567,2026-03-17 18:26:00,yogurt-001,greek yogurt,USE,-1.77,1,0,Staff meal
553,2026-03-17 18:33:00,coffee-001,coffee bean,USE,-60.19,1,0,Baking batch
569,2026-03-17 18:36:00,tomato-001,tomato,USE,-1.71,1,0,Evening special
578,2026-03-17 19:56:00,chicken-001,chicken breast,USE,-0.27,1,0,Baking batch
599,2026-03-18 08:13:00,chicken-001,chicken breast,USE,-0.65,2,0,Breakfast service
589,2026-03-18 08:33:00,bread-001,sourdough bread,USE,-0.97,2,0,Smoothie bar
586,2026-03-18 10:12:00,apple-001,organic apple,USE,-2.13,2,0,Breakfast service
595,2026-03-18 10:37:00,cheese-001,cheddar cheese,USE,-0.08,2,0,Lunch prep
598,2026-03-18 11:05:00,chicken-001,chicken breast,USE,-0.59,2,0,Afternoon service
593,2026-03-18 11:07:00,cheese-001,cheddar cheese,USE,-0.06,2,0,Breakfast service
585,2026-03-18 11:24:00,coffee-001,coffee bean,USE,-62.37,2,0,Evening special
597,2026-03-18 12:32:00,tomato-001,tomato,USE,-1.26,2,0,Evening special
590,2026-03-18 13:43:00,bread-001,sourdough bread,USE,-1.66,2,0,Evening special
587,2026-03-18 15:31:00,apple-001,organic apple,WASTE,-1.43,2,0,Past expiry date
584,2026-03-18 15:33:00,coffee-001,coffee bean,USE,-84.68,2,0,Customer order
596,2026-03-18 15:45:00,cheese-001,cheddar cheese,USE,-0.1,2,0,Smoothie bar
588,2026-03-18 15:55:00,apple-001,organic apple,RESTOCK,55.33,2,0,Farmers market purchase
592,2026-03-18 16:58:00,cheese-001,cheddar cheese,USE,-0.11,2,0,Recipe testing
601,2026-03-18 17:12:00,oj-001,orange juice,USE,-0.45,2,0,Baking batch
583,2026-03-18 17:53:00,coffee-001,coffee bean,USE,-98.4,2,0,Recipe testing
591,2026-03-18 18:06:00,cheese-001,cheddar cheese,USE,-0.07,2,0,Afternoon service
594,2026-03-18 18:10:00,cheese-001,cheddar cheese,USE,-0.09,2,0,Morning rush
582,2026-03-18 18:25:00,milk-001,whole milk,USE,-1.46,2,0,Smoothie bar
600,2026-03-18 18:44:00,oj-001,orange juice,USE,-0.32,2,0,Daily prep
607,2026-03-19 07:42:00,apple-001,organic apple,USE,-3.25,3,0,Afternoon service
605,2026-03-19 08:16:00,coffee-001,coffee bean,ADD,944.74,3,0,Weekly delivery
606,2026-03-19 08:33:00,coffee-001,coffee bean,WASTE,-26.6,3,0,Past expiry date
608,2026-03-19 12:43:00,bread-001,sourdough bread,USE,-1.7,3,0,Baking batch
613,2026-03-19 13:26:00,oj-001,orange juice,USE,-0.19,3,0,Staff meal
604,2026-03-19 13:37:00,milk-001,whole milk,USE,-1.09,3,0,Evening special
602,2026-03-19 14:58:00,milk-001,whole milk,USE,-1.0,3,0,Morning rush
612,2026-03-19 15:28:00,chicken-001,chicken breast,RESTOCK,11.95,3,0,Wholesale order
611,2026-03-19 16:35:00,tomato-001,tomato,USE,-1.55,3,0,Daily prep
610,2026-03-19 17:21:00,yogurt-001,greek yogurt,ADD,20.93,3,0,Wholesale order
603,2026-03-19 17:36:00,milk-001,whole milk,WASTE,-0.42,3,0,Mould found
